Source_IPv6,Destination,Timestamp,Measurement,Traceroute_Data
2600:1016:a010:8ac3:c0bb:e2c8:f703:771b,www.google.com,2023-11-07 22:45:42,1,"Timestamp: 2023-11-07 22:49:00, Measurement: 1
traceroute: Warning: www.google.com has multiple addresses; using 172.253.115.106
traceroute to www.google.com (172.253.115.106), 64 hops max, 52 byte packets
 1  ncq1338 (192.168.0.1)  3.757 ms  3.437 ms  3.653 ms
 2  10.181.240.130 (10.181.240.130)  32.804 ms  29.012 ms  20.525 ms
 3  10.181.240.130 (10.181.240.130)  20.330 ms  30.668 ms  28.987 ms
 4  10.181.240.129 (10.181.240.129)  29.574 ms  34.157 ms
    10.181.240.137 (10.181.240.137)  25.310 ms
 5  137.sub-69-83-95.myvzw.com (69.83.95.137)  27.309 ms  25.794 ms  15.064 ms
 6  141.sub-69-83-95.myvzw.com (69.83.95.141)  19.538 ms  20.596 ms  24.321 ms
 7  129.sub-69-83-95.myvzw.com (69.83.95.129)  24.460 ms  20.073 ms  22.069 ms
 8  * * *
 9  196.sub-69-83-66.myvzw.com (69.83.66.196)  37.529 ms  21.560 ms  23.964 ms
10  154.sub-69-83-66.myvzw.com (69.83.66.154)  30.610 ms  23.531 ms  29.901 ms
11  155.sub-69-83-66.myvzw.com (69.83.66.155)  20.532 ms  29.434 ms  31.554 ms
12  * * *
13  google-com.customer.alter.net (204.148.170.134)  45.203 ms  23.849 ms  35.063 ms
14  * * *
15  108.170.246.33 (108.170.246.33)  50.020 ms
    142.251.70.112 (142.251.70.112)  24.185 ms  35.374 ms
16  108.170.246.3 (108.170.246.3)  25.544 ms
    108.170.240.112 (108.170.240.112)  28.238 ms
    108.170.240.98 (108.170.240.98)  21.524 ms
17  209.85.244.167 (209.85.244.167)  117.614 ms
    72.14.233.183 (72.14.233.183)  45.158 ms
    142.251.49.21 (142.251.49.21)  55.285 ms
18  * * 108.170.233.13 (108.170.233.13)  30.453 ms
19  172.253.66.84 (172.253.66.84)  37.412 ms
    172.253.72.192 (172.253.72.192)  32.691 ms
    172.253.67.50 (172.253.67.50)  30.980 ms
20  172.253.66.155 (172.253.66.155)  32.459 ms
    108.170.230.5 (108.170.230.5)  23.512 ms
    172.253.67.67 (172.253.67.67)  28.860 ms
21  * * *
22  * * *
23  * * *
24  * * *
25  * * *
26  * * *
27  * * *
28  * * *
29  * * *
30  bg-in-f106.1e100.net (172.253.115.106)  54.144 ms  24.069 ms *
"
2600:1016:a010:8ac3:c0bb:e2c8:f703:771b,www.nytimes.com,2023-11-07 22:45:42,1,"Timestamp: 2023-11-07 23:02:45, Measurement: 1
traceroute to nytimes.map.fastly.net (146.75.29.164), 64 hops max, 52 byte packets
 1  ncq1338 (192.168.0.1)  5.009 ms  3.339 ms  3.359 ms
 2  10.181.240.130 (10.181.240.130)  31.227 ms  19.422 ms  32.928 ms
 3  10.181.240.130 (10.181.240.130)  27.577 ms  19.350 ms  32.539 ms
 4  10.181.240.129 (10.181.240.129)  19.578 ms  19.184 ms
    10.181.240.137 (10.181.240.137)  26.184 ms
 5  137.sub-69-83-95.myvzw.com (69.83.95.137)  27.351 ms  18.395 ms  27.650 ms
 6  141.sub-69-83-95.myvzw.com (69.83.95.141)  19.934 ms  27.561 ms  19.198 ms
 7  129.sub-69-83-95.myvzw.com (69.83.95.129)  20.088 ms  28.353 ms  27.237 ms
 8  * * *
 9  196.sub-69-83-66.myvzw.com (69.83.66.196)  47.801 ms  30.962 ms  15.870 ms
10  154.sub-69-83-66.myvzw.com (69.83.66.154)  19.552 ms  26.791 ms  17.759 ms
11  155.sub-69-83-66.myvzw.com (69.83.66.155)  19.629 ms  24.284 ms  25.448 ms
12  * * *
13  * * *
14  * * *
15  * * *
16  * * *
17  * * *
18  * * *
19  * * *
20  * * *
21  * * *
22  * * *
23  * * *
24  * * *
25  * * *
26  * * *
27  * * *
28  * * *
29  * * *
30  * * *
31  * * *
32  * * *
33  * * *
34  * * *
35  * * *
36  * * *
37  * * *
38  * * *
39  * * *
40  * * *
41  * * *
42  * * *
43  * * *
44  * * *
45  * * *
46  * * *
47  * * *
48  * * *
49  * * *
50  * * *
51  * * *
52  * * *
53  * * *
54  * * *
55  * * *
56  * * *
57  * * *
58  * * *
59  * * *
60  * * *
61  * * *
62  * * *
63  * * *
64  * * *
"
